Booking_Status,Vehicle_Type,Booking_Value,day_of_week,hour
Success,Auto,936,Wednesday,17
Canceled by Customer,Prime Sedan,280,Monday,12
Success,eBike,264,Wednesday,0
Success,Auto,477,Saturday,9
Success,Prime Sedan,878,Wednesday,16
Success,Prime SUV,250,Tuesday,5
Success,Mini,101,Tuesday,4
Success,Prime Sedan,122,Sunday,10
Success,Auto,2024,Saturday,21
Success,Prime Plus,361,Wednesday,22
Canceled by Customer,Bike,121,Wednesday,2
Canceled by Driver,Mini,2190,Saturday,15
Success,Auto,253,Friday,18
Success,Prime Plus,464,Friday,8
Canceled by Customer,Auto,230,Wednesday,18
Canceled by Customer,eBike,145,Friday,23
Success,Mini,428,Saturday,12
Canceled by Driver,Bike,395,Wednesday,16
Canceled by Driver,Bike,223,Sunday,0
Success,eBike,242,Thursday,22
Success,Bike,1998,Sunday,13
Success,Mini,231,Wednesday,21
Driver Not Found,Prime Sedan,369,Wednesday,6
Success,Bike,177,Sunday,9
Success,eBike,192,Thursday,5
Success,Bike,250,Monday,13
Success,Bike,132,Saturday,21
Success,Prime Plus,391,Monday,10
Success,Prime SUV,158,Monday,15
Success,Bike,144,Wednesday,18
Canceled by Driver,Auto,362,Tuesday,1
Success,Prime SUV,305,Friday,2
Success,eBike,465,Tuesday,4
Success,Prime SUV,222,Tuesday,20
Driver Not Found,Prime SUV,198,Monday,16
Success,eBike,414,Monday,8
Canceled by Driver,Prime Plus,119,Thursday,3
Success,Mini,255,Wednesday,8
Success,Prime SUV,149,Thursday,2
Success,Prime SUV,423,Thursday,14
Success,eBike,107,Wednesday,23
Success,Prime SUV,461,Wednesday,19
Driver Not Found,Mini,2739,Friday,20
Canceled by Driver,Auto,648,Wednesday,4
Success,eBike,306,Monday,6
Canceled by Driver,Prime Plus,2259,Friday,8
Canceled by Customer,Bike,453,Saturday,9
Canceled by Driver,Prime SUV,479,Friday,12
Success,Prime SUV,431,Saturday,13
Success,Mini,2214,Sunday,17
Success,eBike,174,Thursday,21
Success,Prime SUV,184,Monday,23
Success,Auto,385,Friday,20
Success,Prime Plus,859,Sunday,18
Success,Prime Plus,286,Saturday,20
Success,Mini,191,Wednesday,17
Success,Prime Plus,475,Monday,8
Canceled by Driver,Mini,779,Tuesday,8
Canceled by Customer,Prime SUV,2658,Sunday,8
Success,Prime Plus,370,Sunday,17
Success,Bike,999,Monday,18
Canceled by Driver,Prime Plus,449,Wednesday,7
Driver Not Found,Bike,443,Monday,23
Driver Not Found,Prime Plus,155,Thursday,10
Success,Mini,196,Wednesday,13
Success,Prime SUV,497,Saturday,10
Success,Prime Sedan,322,Wednesday,19
Success,eBike,157,Thursday,11
Success,Prime Plus,376,Wednesday,0
Canceled by Driver,Auto,193,Monday,12
Success,Prime SUV,262,Monday,16
Success,Prime Plus,210,Monday,8
Success,Prime SUV,327,Saturday,19
Success,Prime SUV,494,Monday,16
Canceled by Driver,Prime SUV,848,Friday,20
Success,eBike,305,Wednesday,16
Canceled by Driver,Prime SUV,464,Thursday,15
Canceled by Driver,Prime Plus,123,Saturday,11
Success,Bike,477,Tuesday,3
Success,Prime Sedan,140,Friday,13
Canceled by Driver,Bike,336,Tuesday,13
Canceled by Customer,Prime Plus,539,Thursday,3
Success,Auto,1838,Monday,17
Driver Not Found,Mini,293,Sunday,1
Success,Mini,315,Wednesday,10
Driver Not Found,eBike,295,Sunday,19
Success,Auto,494,Saturday,15
Success,Mini,499,Thursday,21
Success,Bike,128,Tuesday,3
Success,eBike,782,Thursday,21
Canceled by Driver,Auto,733,Saturday,23
Canceled by Driver,Prime SUV,572,Wednesday,19
Canceled by Driver,Mini,184,Sunday,8
Success,Prime Plus,172,Tuesday,15
Success,Prime Sedan,663,Wednesday,17
Driver Not Found,Auto,443,Monday,14
Success,Prime Plus,331,Monday,1
Success,eBike,122,Saturday,7
Canceled by Driver,Prime Sedan,206,Tuesday,9
Success,Mini,595,Saturday,10
Canceled by Customer,Prime Sedan,229,Thursday,11
Canceled by Customer,Bike,300,Sunday,6
Success,Bike,339,Wednesday,12
Success,Prime SUV,135,Saturday,11
Success,Bike,950,Wednesday,1
Canceled by Driver,Prime SUV,383,Wednesday,9
Success,Bike,2010,Tuesday,18
Success,Bike,476,Friday,23
Driver Not Found,Prime Plus,385,Monday,13
Canceled by Driver,Bike,166,Monday,19
Canceled by Customer,Bike,367,Monday,17
Success,Mini,341,Tuesday,9
Canceled by Driver,Mini,928,Wednesday,2
Success,Prime Plus,411,Wednesday,20
Success,Prime Sedan,1454,Saturday,7
Canceled by Driver,Prime SUV,2976,Saturday,21
Driver Not Found,Prime Sedan,224,Saturday,5
Success,Auto,160,Monday,9
Success,Prime Plus,439,Thursday,3
Success,eBike,2183,Sunday,21
Driver Not Found,Bike,272,Thursday,18
Driver Not Found,Bike,150,Friday,3
Canceled by Driver,Bike,906,Sunday,4
Success,Bike,222,Tuesday,0
Driver Not Found,Mini,160,Saturday,5
Canceled by Customer,Bike,819,Wednesday,22
Canceled by Driver,Bike,1735,Thursday,21
Canceled by Driver,eBike,933,Tuesday,10
Success,Prime SUV,225,Friday,13
Success,Bike,196,Sunday,9
Success,Prime SUV,411,Wednesday,9
Success,Mini,131,Saturday,12
Canceled by Customer,Auto,743,Wednesday,21
Canceled by Driver,Bike,281,Saturday,17
Success,Auto,278,Saturday,18
Success,Bike,291,Tuesday,11
Success,Prime Sedan,821,Sunday,14
Success,eBike,173,Wednesday,14
Success,Prime SUV,419,Monday,22
Success,Prime Plus,731,Saturday,8
Canceled by Driver,Prime SUV,280,Monday,8
Canceled by Customer,Auto,387,Wednesday,13
Driver Not Found,Prime SUV,245,Friday,10
Canceled by Driver,Auto,717,Sunday,5
Driver Not Found,Prime SUV,474,Tuesday,14
Success,eBike,640,Friday,18
Success,Auto,388,Wednesday,7
Success,Prime Sedan,945,Wednesday,0
Driver Not Found,eBike,416,Sunday,6
Success,Prime SUV,290,Sunday,0
Canceled by Driver,Prime SUV,386,Monday,6
Driver Not Found,eBike,360,Friday,0
Canceled by Driver,eBike,182,Wednesday,14
Success,Prime SUV,271,Friday,20
Success,eBike,354,Saturday,16
Success,eBike,246,Wednesday,8
Success,Prime Plus,934,Sunday,4
Success,Prime SUV,470,Monday,21
Success,Prime Plus,476,Friday,4
Success,eBike,491,Thursday,16
Success,eBike,273,Friday,15
Canceled by Driver,Mini,117,Sunday,21
Success,Mini,280,Friday,6
Driver Not Found,Bike,2541,Thursday,12
Success,Prime Sedan,190,Friday,16
Driver Not Found,Mini,419,Thursday,21
Canceled by Driver,Prime Sedan,471,Wednesday,2
Success,Auto,119,Thursday,20
Success,Mini,422,Sunday,9
Canceled by Driver,Auto,775,Thursday,9
Canceled by Customer,Auto,718,Wednesday,8
Success,Auto,390,Sunday,18
Canceled by Customer,eBike,122,Monday,8
Success,eBike,255,Friday,13
Canceled by Customer,Bike,182,Sunday,18
Canceled by Driver,Mini,498,Thursday,6
Canceled by Driver,eBike,1744,Wednesday,20
Canceled by Driver,Prime Sedan,803,Sunday,7
Success,Auto,446,Wednesday,9
Success,Mini,360,Tuesday,17
Success,eBike,306,Tuesday,1
Success,eBike,2847,Saturday,3
Driver Not Found,Prime Sedan,322,Wednesday,13
Canceled by Driver,Bike,442,Saturday,7
Success,Prime Sedan,313,Wednesday,10
Canceled by Customer,Prime Sedan,408,Saturday,13
Success,Prime SUV,316,Thursday,15
Driver Not Found,Mini,385,Thursday,7
Driver Not Found,Prime Sedan,974,Monday,19
Canceled by Customer,Prime Plus,2874,Friday,22
Success,Prime Sedan,599,Thursday,20
Success,Bike,249,Tuesday,20
Success,Mini,295,Monday,1
Canceled by Driver,Auto,552,Tuesday,21
Success,Bike,382,Saturday,19
Success,Auto,539,Tuesday,8
Success,eBike,478,Thursday,19
Success,Mini,205,Thursday,5
Success,Prime Sedan,268,Sunday,18
Success,Prime Sedan,847,Friday,5
Driver Not Found,Prime Sedan,247,Friday,15
Driver Not Found,eBike,360,Wednesday,2
Canceled by Driver,Mini,258,Friday,10
Success,Bike,765,Thursday,14
Success,Prime SUV,643,Tuesday,22
Canceled by Driver,Prime Plus,129,Tuesday,8
Driver Not Found,Mini,267,Monday,8
Success,Auto,445,Monday,7
Success,Bike,468,Tuesday,9
Success,Prime Plus,445,Tuesday,18
Canceled by Customer,Prime Sedan,210,Sunday,17
Canceled by Customer,Auto,183,Monday,17
Success,Prime Sedan,212,Thursday,11
Canceled by Driver,eBike,804,Wednesday,22
Canceled by Customer,Prime SUV,176,Monday,11
Canceled by Driver,eBike,248,Tuesday,22
Success,Bike,265,Saturday,15
Driver Not Found,Auto,160,Monday,4
Canceled by Driver,Mini,412,Wednesday,18
Canceled by Driver,Prime SUV,189,Wednesday,13
Canceled by Driver,Prime SUV,972,Wednesday,11
Success,Prime SUV,222,Thursday,16
Success,Prime SUV,418,Tuesday,3
Driver Not Found,Auto,810,Friday,1
Success,Prime Plus,469,Sunday,11
Success,Mini,489,Friday,1
Canceled by Driver,Prime Sedan,195,Wednesday,19
Success,Prime SUV,337,Wednesday,20
Success,Prime SUV,318,Sunday,0
Success,eBike,567,Tuesday,5
Success,eBike,789,Thursday,11
Canceled by Driver,Auto,377,Sunday,9
Success,Mini,315,Tuesday,9
Canceled by Customer,eBike,112,Saturday,23
Canceled by Driver,Auto,176,Tuesday,17
Canceled by Driver,Bike,900,Thursday,21
Canceled by Driver,Prime SUV,350,Wednesday,11
Success,Mini,330,Monday,23
Success,Prime Sedan,337,Tuesday,19
Success,Prime SUV,104,Sunday,3
Canceled by Customer,Prime SUV,724,Thursday,8
Canceled by Driver,eBike,290,Monday,6
Success,Prime Plus,341,Sunday,8
Driver Not Found,Auto,905,Wednesday,17
Canceled by Driver,Prime Sedan,1084,Saturday,23
Canceled by Driver,Prime Plus,440,Monday,10
Canceled by Customer,Auto,198,Sunday,2
Success,Prime SUV,100,Sunday,12
Success,Prime Sedan,360,Thursday,11
Success,Prime Sedan,504,Tuesday,15
Success,Prime Plus,495,Sunday,20
Success,Auto,2062,Thursday,5
Success,Mini,329,Wednesday,23
Success,Mini,590,Tuesday,4
Success,Prime SUV,410,Wednesday,19
Success,Prime SUV,347,Tuesday,22
Success,Auto,259,Monday,12
Success,eBike,272,Tuesday,11
Success,Prime Sedan,280,Tuesday,12
Success,Prime Sedan,2609,Monday,22
Canceled by Customer,Prime Plus,249,Wednesday,20
Driver Not Found,Prime Sedan,638,Thursday,19
Canceled by Customer,Prime Sedan,681,Thursday,6
Success,Prime SUV,747,Sunday,7
Success,eBike,285,Monday,13
Success,Prime Sedan,213,Tuesday,14
Driver Not Found,Mini,210,Monday,12
Canceled by Driver,Prime SUV,477,Monday,16
Success,Prime Plus,2807,Saturday,18
Success,eBike,624,Tuesday,17
Success,Auto,615,Thursday,13
Success,Prime Sedan,263,Sunday,14
Success,Bike,322,Monday,1
Success,Prime Sedan,336,Saturday,13
Success,Prime Plus,296,Thursday,16
Driver Not Found,Bike,601,Sunday,3
Success,Auto,409,Friday,9
Canceled by Driver,Prime Sedan,143,Monday,15
Driver Not Found,Mini,315,Wednesday,22
Driver Not Found,Prime SUV,887,Saturday,23
Canceled by Driver,Prime Plus,443,Tuesday,20
Canceled by Customer,Auto,194,Wednesday,21
Success,Bike,587,Monday,4
Canceled by Driver,eBike,184,Sunday,6
Canceled by Customer,Prime Sedan,326,Saturday,14
Success,Bike,462,Friday,9
Success,Prime SUV,368,Wednesday,14
Success,eBike,2900,Saturday,23
Driver Not Found,Mini,816,Tuesday,3
Success,Auto,1317,Wednesday,6
Success,Prime Plus,809,Tuesday,13
Canceled by Driver,Prime Sedan,309,Thursday,7
Driver Not Found,Prime Plus,408,Monday,16
Canceled by Customer,Prime SUV,525,Tuesday,13
Success,Prime Plus,175,Sunday,9
Success,Prime Sedan,713,Sunday,7
Driver Not Found,Mini,257,Thursday,15
Canceled by Customer,Auto,451,Thursday,3
Success,Prime Plus,782,Monday,2
Success,Prime Plus,329,Tuesday,2
Success,Prime SUV,2277,Thursday,2
Success,eBike,979,Monday,11
Success,Mini,2529,Saturday,14
Driver Not Found,Prime Sedan,490,Thursday,10
Success,Bike,2856,Friday,13
Driver Not Found,Bike,252,Sunday,5
Success,eBike,144,Monday,14
Driver Not Found,Prime Plus,346,Thursday,2
Success,Prime Plus,367,Friday,6
Success,Mini,438,Monday,11
Driver Not Found,Prime Plus,189,Tuesday,23
Success,Mini,127,Sunday,22
Success,Bike,262,Saturday,1
Success,eBike,2869,Tuesday,4
Success,Mini,190,Monday,0
Success,Mini,862,Tuesday,1
Canceled by Driver,Bike,365,Saturday,4
Success,Bike,272,Tuesday,14
Success,Prime SUV,905,Saturday,1
Success,Auto,455,Tuesday,6
Success,Bike,334,Thursday,21
Canceled by Customer,Prime Plus,810,Friday,1
Driver Not Found,Mini,448,Tuesday,19
Driver Not Found,Prime SUV,167,Sunday,22
Success,Prime Sedan,244,Monday,9
Success,Prime Plus,395,Monday,16
Success,Auto,394,Monday,16
Success,Prime Sedan,820,Wednesday,22
Success,eBike,354,Saturday,10
Success,Prime Plus,719,Monday,18
Success,eBike,367,Tuesday,1
Success,Mini,2640,Wednesday,1
Success,eBike,280,Monday,21
Canceled by Driver,Mini,205,Wednesday,8
Success,Auto,152,Monday,4
Success,Prime Plus,414,Thursday,0
Canceled by Driver,Auto,232,Tuesday,1
Canceled by Driver,Auto,160,Monday,23
Success,Mini,821,Saturday,23
Success,Mini,495,Thursday,0
Canceled by Driver,Mini,1796,Saturday,12
Canceled by Driver,eBike,197,Monday,14
Success,Auto,350,Saturday,23
Canceled by Driver,eBike,276,Sunday,22
Success,Prime Sedan,380,Sunday,23
Driver Not Found,Auto,695,Thursday,0
Canceled by Driver,Auto,208,Tuesday,22
Canceled by Driver,Mini,550,Monday,0
Canceled by Driver,Prime Plus,450,Friday,21
Success,Prime SUV,2006,Friday,8
Success,Prime SUV,475,Sunday,23
Success,Bike,631,Sunday,23
Success,Prime Sedan,371,Thursday,14
Canceled by Driver,Prime Sedan,719,Wednesday,5
Success,Bike,410,Friday,5
Driver Not Found,Bike,217,Thursday,3
Success,Bike,1926,Thursday,18
Canceled by Customer,Auto,830,Monday,18
Success,Prime Sedan,774,Thursday,9
Canceled by Driver,Mini,674,Wednesday,15
Success,eBike,479,Thursday,5
Success,eBike,749,Monday,17
Canceled by Driver,Prime Plus,128,Sunday,13
Success,Prime Plus,488,Friday,23
Driver Not Found,Auto,238,Friday,9
Success,eBike,169,Wednesday,15
Success,Prime Sedan,400,Saturday,22
Success,Bike,201,Sunday,20
Success,Mini,167,Wednesday,15
Canceled by Driver,Prime SUV,210,Friday,23
Driver Not Found,Mini,121,Saturday,9
Success,Prime Sedan,501,Wednesday,19
Canceled by Customer,eBike,827,Saturday,9
Success,Bike,592,Wednesday,3
Canceled by Customer,Prime Sedan,720,Tuesday,16
Success,Mini,310,Wednesday,15
Driver Not Found,Prime SUV,208,Tuesday,0
Driver Not Found,Mini,115,Sunday,9
Success,Prime SUV,1398,Saturday,11
Success,Prime SUV,390,Monday,17
Canceled by Customer,eBike,989,Saturday,18
Success,Prime Plus,381,Wednesday,14
Success,Prime SUV,218,Saturday,12
Success,Auto,142,Friday,5
Success,Bike,242,Sunday,22
Canceled by Customer,Prime SUV,1084,Tuesday,17
Success,Prime SUV,492,Sunday,16
Success,Auto,387,Wednesday,16
Success,eBike,135,Monday,18
Driver Not Found,Mini,205,Tuesday,12
Success,Mini,409,Saturday,10
Success,Prime SUV,297,Monday,5
Success,Auto,327,Thursday,21
Success,eBike,399,Wednesday,2
Driver Not Found,eBike,636,Saturday,21
Canceled by Driver,Prime Sedan,831,Wednesday,2
Success,Prime Plus,382,Monday,22
Canceled by Driver,Mini,273,Tuesday,11
Canceled by Customer,Prime SUV,196,Sunday,4
Canceled by Driver,Auto,247,Tuesday,2
Canceled by Customer,Bike,316,Thursday,17
Success,Bike,106,Saturday,0
Success,Auto,137,Tuesday,7
Success,Bike,133,Thursday,22
Success,Bike,427,Wednesday,4
Success,eBike,419,Wednesday,19
Success,Bike,294,Sunday,20
Canceled by Driver,Mini,2816,Friday,0
Success,eBike,499,Tuesday,6
Driver Not Found,eBike,352,Wednesday,22
Success,Auto,468,Friday,3
Canceled by Customer,Prime Plus,756,Friday,10
Success,Prime Plus,423,Friday,23
Success,Bike,312,Friday,19
Canceled by Driver,Prime Plus,489,Sunday,5
Success,Prime Plus,410,Monday,1
Canceled by Driver,Auto,451,Saturday,5
Success,eBike,917,Thursday,17
Success,Mini,406,Monday,5
Canceled by Driver,Prime SUV,758,Thursday,9
Success,Mini,110,Saturday,1
Success,Prime Sedan,212,Sunday,12
Success,Prime SUV,220,Saturday,22
Success,Mini,262,Sunday,13
Success,Prime Sedan,336,Saturday,22
Canceled by Driver,Bike,456,Saturday,4
Success,Mini,230,Monday,11
Canceled by Driver,Prime Sedan,327,Wednesday,1
Success,Prime Sedan,248,Tuesday,6
Success,eBike,583,Thursday,9
Success,Prime Sedan,812,Thursday,17
Success,Prime Sedan,158,Saturday,1
Driver Not Found,Prime Sedan,436,Tuesday,13
Success,Mini,249,Tuesday,17
Success,Prime Plus,383,Wednesday,2
Driver Not Found,eBike,339,Tuesday,9
Canceled by Driver,Prime SUV,1609,Sunday,6
Success,Mini,355,Saturday,0
Canceled by Driver,Prime Plus,429,Tuesday,9
Success,eBike,230,Monday,22
Success,Prime Plus,889,Monday,13
Success,Mini,321,Saturday,1
Success,Prime SUV,717,Saturday,10
Success,Auto,286,Sunday,0
Canceled by Driver,Prime Plus,130,Wednesday,23
Success,Bike,236,Friday,7
Success,Bike,140,Saturday,0
Canceled by Customer,eBike,438,Tuesday,13
Success,Prime Plus,207,Sunday,12
Canceled by Customer,Mini,358,Thursday,19
Canceled by Driver,Prime Sedan,186,Friday,9
Success,Prime Plus,778,Sunday,7
Success,Prime SUV,203,Wednesday,21
Canceled by Driver,Prime SUV,354,Tuesday,7
Canceled by Driver,eBike,473,Friday,6
Success,Auto,363,Monday,22
Driver Not Found,Auto,1218,Saturday,10
Canceled by Driver,Prime Plus,297,Wednesday,22
Success,Mini,286,Monday,23
Canceled by Driver,Prime Plus,969,Sunday,14
Driver Not Found,Mini,211,Saturday,10
Success,Prime SUV,457,Saturday,3
Canceled by Customer,Auto,1165,Saturday,19
Success,Prime SUV,525,Thursday,15
Success,Prime Plus,959,Friday,4
Success,Prime SUV,387,Sunday,3
Canceled by Driver,Bike,467,Saturday,14
Success,Prime Sedan,322,Monday,3
Success,Prime Sedan,1659,Sunday,21
Success,eBike,263,Monday,7
Driver Not Found,Prime SUV,269,Saturday,10
Success,Auto,262,Sunday,6
Success,eBike,176,Wednesday,7
Canceled by Driver,Auto,630,Thursday,21
Success,Mini,181,Monday,15
Success,Prime Plus,335,Saturday,19
Success,Prime SUV,751,Saturday,11
Canceled by Customer,Prime Sedan,857,Tuesday,16
Success,Bike,910,Friday,21
Canceled by Driver,Auto,208,Monday,0
Success,Prime SUV,455,Sunday,14
Canceled by Driver,eBike,902,Thursday,7
Success,eBike,205,Tuesday,8
Driver Not Found,eBike,397,Friday,12
Canceled by Driver,Bike,326,Thursday,15
Canceled by Driver,eBike,257,Saturday,0
Success,Prime Plus,131,Sunday,14
Success,eBike,158,Wednesday,11
Success,eBike,971,Wednesday,2
Canceled by Driver,Prime Plus,190,Thursday,15
Success,Bike,307,Friday,11
Success,Bike,468,Wednesday,18
Canceled by Driver,Mini,459,Tuesday,1
Success,Prime SUV,1973,Saturday,8
Success,Prime SUV,285,Saturday,11
Canceled by Customer,Prime Plus,447,Sunday,5
Success,eBike,272,Wednesday,1
Success,Prime SUV,272,Friday,5
Success,Bike,104,Saturday,19
Success,Prime Sedan,237,Wednesday,20
Canceled by Driver,Auto,481,Monday,20
Success,eBike,343,Sunday,4
Success,eBike,420,Monday,3
Success,Prime Sedan,396,Wednesday,2
Success,Mini,297,Wednesday,14
Canceled by Driver,eBike,642,Tuesday,7
Success,eBike,845,Saturday,20
Success,Prime Plus,319,Sunday,6
Success,Mini,131,Friday,14
Success,eBike,412,Friday,6
Success,Bike,307,Thursday,11
Success,Prime Plus,319,Tuesday,15
Success,Prime SUV,716,Sunday,19
Success,Auto,421,Friday,17
Success,Prime SUV,463,Wednesday,9
Success,eBike,1136,Wednesday,18
Success,Bike,104,Friday,21
Success,Prime SUV,192,Sunday,14
Success,Prime Sedan,864,Saturday,12
Canceled by Customer,Prime Plus,106,Sunday,14
Canceled by Customer,Prime Plus,439,Monday,5
Canceled by Driver,Bike,977,Tuesday,18
Canceled by Customer,Prime SUV,713,Sunday,22
Canceled by Driver,Bike,385,Saturday,10
Success,Mini,238,Saturday,6
Success,Prime SUV,809,Thursday,14
Success,Bike,904,Monday,3
Success,eBike,403,Monday,23
Canceled by Driver,Bike,289,Saturday,19
Success,Prime SUV,178,Monday,6
Canceled by Driver,Auto,421,Tuesday,14
Success,Prime SUV,450,Friday,12
Success,Prime SUV,281,Saturday,15
Success,Prime SUV,549,Monday,6
Canceled by Driver,Prime Sedan,198,Wednesday,14
Canceled by Customer,eBike,494,Thursday,6
Success,Mini,1527,Thursday,7
Driver Not Found,Auto,174,Sunday,1
Success,Prime Plus,1360,Saturday,12
Success,Bike,499,Wednesday,19
Success,Bike,121,Saturday,2
Success,Auto,439,Friday,23
Success,Auto,419,Tuesday,16
Success,Auto,424,Sunday,11
Canceled by Driver,Prime Sedan,431,Thursday,6
Canceled by Driver,Prime Plus,805,Friday,11
Canceled by Customer,eBike,226,Saturday,11
Driver Not Found,Auto,550,Thursday,8
Success,Bike,486,Wednesday,22
Canceled by Driver,Auto,272,Saturday,16
Success,Prime SUV,310,Thursday,18
Driver Not Found,Prime Sedan,180,Sunday,22
Success,Prime Plus,777,Saturday,16
Canceled by Customer,Prime Sedan,468,Thursday,18
Success,Mini,282,Saturday,22
Success,Bike,263,Wednesday,3
Success,Prime Sedan,851,Thursday,7
Canceled by Driver,Prime Sedan,146,Saturday,4
Driver Not Found,Auto,935,Tuesday,4
Success,Mini,266,Thursday,2
Driver Not Found,Auto,330,Sunday,23
Success,Mini,219,Monday,11
Canceled by Driver,Prime Plus,297,Wednesday,21
Success,eBike,285,Saturday,5
Canceled by Driver,Prime Sedan,2282,Tuesday,6
Success,Prime Sedan,371,Thursday,8
Success,eBike,122,Tuesday,16
Driver Not Found,Mini,417,Wednesday,8
Canceled by Driver,eBike,463,Sunday,0
Canceled by Driver,Mini,412,Monday,22
Canceled by Driver,Prime Plus,192,Monday,14
Success,Prime SUV,765,Monday,12
Success,Bike,320,Monday,14
Success,Bike,574,Tuesday,5
Success,eBike,850,Tuesday,5
Success,Prime SUV,698,Monday,14
Canceled by Customer,Prime SUV,754,Monday,23
Driver Not Found,eBike,202,Monday,20
Success,Prime Plus,168,Saturday,0
Success,Bike,261,Thursday,14
Success,Bike,111,Wednesday,8
Canceled by Customer,eBike,257,Wednesday,8
Success,Mini,346,Monday,11
Canceled by Driver,Bike,157,Monday,4
