Vehicle Type,Booking Value,Ride Distance,Avg VTAT,Avg CTAT,Driver Ratings,Customer Rating,Payment Method
Bike,674.0,32.06,13.5,15.6,4.6,4.9,UPI
Go Sedan,55.0,11.08,12.9,36.0,4.5,4.2,UPI
Auto,899.0,6.35,11.9,28.1,4.3,4.9,UPI
Go Sedan,723.0,43.69,5.2,28.6,3.9,4.6,Cash
Go Sedan,370.0,48.86,13.0,25.3,4.8,4.7,UPI
Bike,1253.0,21.1,13.9,25.3,4.4,4.9,Debit Card
Go Sedan,662.0,43.5,7.5,29.7,4.2,4.8,Debit Card
Go Mini,52.0,32.86,3.0,22.7,3.7,4.9,Uber Wallet
Go Mini,71.0,35.2,11.0,33.6,3.7,3.2,Cash
Go Sedan,571.0,47.57,13.0,44.1,4.7,4.2,Cash
Go Sedan,318.0,8.34,9.3,15.2,4.1,4.9,UPI
Go Mini,604.0,45.49,8.9,32.8,4.9,3.9,UPI
Premier Sedan,364.0,49.18,10.1,27.9,3.7,4.8,Cash
Premier Sedan,121.0,20.43,12.3,20.3,3.9,4.8,Cash
Auto,1555.0,33.75,14.3,20.9,3.9,4.1,Cash
Go Sedan,879.0,45.61,10.5,34.8,4.2,4.2,UPI
Premier Sedan,434.0,3.12,8.1,28.9,4.7,5.0,UPI
Bike,175.0,6.25,11.3,37.1,4.3,4.7,Debit Card
Go Sedan,355.0,17.74,3.9,16.9,4.6,4.3,Credit Card
Go Sedan,724.0,24.47,6.1,17.0,3.5,4.8,Uber Wallet
Go Sedan,220.0,39.0,2.8,24.7,4.3,4.6,Cash
Go Sedan,144.0,32.79,4.8,31.8,4.9,3.1,Cash
Premier Sedan,253.0,19.59,5.2,32.8,4.7,3.3,UPI
Go Sedan,98.0,35.8,12.6,44.1,3.8,4.7,Cash
Go Sedan,184.0,18.88,11.0,23.5,5.0,4.3,UPI
Bike,361.0,23.84,2.9,25.3,3.6,4.2,Cash
Auto,146.0,44.09,4.6,39.5,4.3,4.9,Cash
Bike,811.0,39.15,14.1,39.2,3.6,4.3,Cash
Auto,56.0,29.25,14.3,44.7,3.9,4.3,UPI
Premier Sedan,895.0,8.23,9.2,44.5,4.9,4.3,UPI
Premier Sedan,380.0,14.71,10.1,44.1,4.7,4.2,Debit Card
Go Mini,1955.0,20.52,9.3,30.1,4.4,4.9,Credit Card
eBike,987.0,49.48,3.6,28.6,4.0,4.9,Debit Card
Go Mini,146.0,43.68,8.6,28.1,4.4,4.3,UPI
Auto,197.0,8.2,7.7,26.1,4.2,4.6,Uber Wallet
eBike,643.0,46.83,3.2,16.7,4.2,4.6,UPI
Go Sedan,583.0,39.73,9.3,40.6,4.2,4.1,Cash
Go Sedan,671.0,2.46,3.7,44.9,4.0,4.9,Credit Card
Premier Sedan,860.0,30.42,10.6,38.9,4.6,4.9,Credit Card
Auto,91.0,38.6,10.9,34.2,4.7,4.5,UPI
eBike,490.0,41.61,5.8,42.3,4.6,4.5,UPI
Premier Sedan,241.0,8.59,2.5,28.4,4.3,4.8,Uber Wallet
Auto,1302.0,48.15,7.4,34.4,4.2,5.0,UPI
Auto,184.0,47.81,3.6,18.0,3.7,4.3,Cash
Go Sedan,221.0,21.04,8.9,35.6,4.7,4.6,Debit Card
Go Sedan,1335.0,9.41,6.3,22.1,4.3,4.4,UPI
Auto,140.0,21.54,13.7,17.9,4.7,4.0,UPI
Go Sedan,1475.0,32.3,8.9,27.2,3.9,3.8,Cash
Go Mini,163.0,24.85,14.1,40.7,4.3,4.2,Uber Wallet
Go Sedan,77.0,31.4,4.7,22.5,3.9,4.8,UPI
Go Sedan,739.0,25.83,10.8,21.2,4.8,4.3,Cash
Go Mini,634.0,9.48,10.3,25.9,4.4,4.8,UPI
Go Mini,169.0,35.05,8.1,39.4,4.5,4.6,UPI
Auto,1847.0,11.98,8.8,44.0,4.1,4.6,UPI
Auto,299.0,37.78,11.1,29.0,3.5,4.9,Uber Wallet
Auto,464.0,32.13,6.8,28.6,4.2,4.6,Cash
Premier Sedan,738.0,18.49,5.0,28.6,4.2,3.1,Uber Wallet
Uber XL,139.0,6.87,9.8,25.4,4.3,4.9,Uber Wallet
Go Sedan,802.0,49.53,2.6,41.4,4.5,4.6,UPI
eBike,389.0,35.92,4.5,29.8,4.4,4.2,Cash
Go Sedan,376.0,3.29,6.8,15.5,4.1,4.2,Cash
Go Sedan,155.0,17.57,2.8,27.7,4.4,4.8,Credit Card
Go Sedan,520.0,8.29,4.4,40.0,4.6,4.8,Cash
eBike,397.0,3.39,8.4,39.6,3.6,3.5,UPI
Auto,454.0,9.53,11.9,27.5,4.2,3.8,UPI
Auto,197.0,47.34,11.2,42.3,4.2,4.6,Uber Wallet
Premier Sedan,1549.0,10.96,13.9,38.0,4.4,4.2,UPI
Bike,428.0,25.87,6.6,29.6,4.2,4.9,UPI
Premier Sedan,749.0,24.29,12.7,31.8,4.1,3.1,UPI
Auto,483.0,6.32,12.3,35.6,4.1,4.3,UPI
Bike,407.0,23.05,8.4,32.0,4.3,4.7,Credit Card
Uber XL,476.0,29.6,12.2,16.3,4.2,4.3,Credit Card
Bike,363.0,5.33,8.6,17.3,4.2,4.7,UPI
Go Mini,87.0,28.63,15.0,40.8,4.3,4.9,Cash
Go Mini,999.0,47.12,10.3,22.3,4.9,4.4,Credit Card
Go Sedan,408.0,29.23,11.8,16.6,3.8,4.3,UPI
Bike,333.0,4.47,10.4,39.4,4.4,5.0,Cash
Premier Sedan,678.0,8.16,8.1,34.5,4.6,4.5,UPI
Premier Sedan,167.0,13.47,2.8,28.6,4.8,4.2,UPI
Premier Sedan,495.0,12.99,4.5,41.0,4.3,4.5,UPI
Bike,214.0,41.37,6.4,17.9,4.6,5.0,Cash
Go Sedan,660.0,26.38,10.3,21.0,4.5,4.9,Cash
Bike,478.0,2.18,14.1,25.6,3.1,4.9,UPI
Go Mini,788.0,5.76,13.9,39.8,3.7,4.8,UPI
Uber XL,820.0,37.67,6.4,15.2,4.7,4.7,Uber Wallet
Premier Sedan,792.0,10.52,4.7,42.6,4.4,5.0,Cash
Bike,892.0,22.43,10.0,15.8,4.6,4.3,Credit Card
Go Mini,988.0,21.24,3.2,42.1,4.2,4.6,UPI
Go Sedan,161.0,37.89,3.8,21.2,4.7,3.3,UPI
Bike,106.0,3.63,8.0,16.2,4.5,4.3,UPI
Premier Sedan,436.0,35.71,12.2,43.1,4.4,4.1,UPI
Go Sedan,456.0,2.54,13.6,28.1,4.3,4.6,UPI
Auto,558.0,16.37,6.2,32.2,4.3,4.9,Credit Card
Auto,428.0,34.83,12.7,43.8,5.0,3.1,UPI
Go Mini,224.0,32.52,10.5,23.4,4.1,4.9,Cash
Auto,475.0,32.25,3.5,18.9,3.9,4.9,Uber Wallet
Go Mini,284.0,8.48,6.0,39.7,3.8,4.3,UPI
Bike,167.0,30.06,5.8,18.3,4.6,4.9,UPI
Go Mini,227.0,12.33,5.0,24.6,4.0,4.3,UPI
Go Mini,876.0,27.03,13.0,41.6,4.1,4.6,Cash
Bike,497.0,6.13,4.6,20.2,3.7,4.5,Cash
Go Mini,97.0,17.28,13.4,44.5,4.7,3.3,UPI
Auto,800.0,30.29,9.3,37.2,3.8,5.0,UPI
Auto,979.0,42.82,10.7,35.5,3.8,5.0,Cash
Uber XL,192.0,12.53,3.3,19.3,3.1,5.0,Cash
Premier Sedan,91.0,17.87,4.8,28.8,4.2,4.6,UPI
Go Sedan,834.0,17.43,12.6,30.1,4.7,3.9,Uber Wallet
Go Sedan,772.0,29.09,10.6,24.0,4.6,4.5,Cash
Auto,382.0,22.56,5.8,27.3,4.8,3.9,Credit Card
Bike,288.0,36.21,8.9,39.6,4.3,4.1,UPI
Go Sedan,203.0,19.61,2.9,39.0,4.6,4.6,Uber Wallet
Go Mini,894.0,49.48,5.7,28.6,4.3,5.0,Uber Wallet
Bike,259.0,34.33,5.5,31.8,4.1,3.9,Debit Card
Premier Sedan,840.0,33.3,7.3,15.5,4.5,5.0,UPI
Go Mini,231.0,4.51,11.5,25.8,3.4,4.3,UPI
Go Sedan,764.0,34.27,6.5,33.4,4.7,4.9,UPI
Go Sedan,89.0,48.66,7.9,24.8,4.3,4.8,UPI
Bike,112.0,25.65,4.3,17.8,4.8,4.5,Credit Card
Auto,445.0,11.97,7.2,30.5,4.2,3.6,UPI
Auto,922.0,21.94,9.0,28.9,3.6,4.9,UPI
Auto,227.0,38.59,11.9,40.3,4.2,4.3,UPI
Auto,381.0,6.4,4.4,28.6,4.7,4.2,Credit Card
Go Mini,160.0,44.55,4.3,32.9,3.8,4.3,Cash
Bike,127.0,13.34,2.4,34.8,4.6,3.9,Credit Card
Go Mini,480.0,24.09,3.5,17.2,4.3,4.4,Cash
Auto,435.0,20.63,7.2,31.7,4.2,4.5,UPI
eBike,70.0,30.98,3.7,44.6,5.0,4.3,Cash
Go Sedan,389.0,38.85,4.0,34.9,4.3,4.9,UPI
Go Mini,975.0,7.75,2.6,38.7,4.2,4.3,UPI
Bike,1403.0,17.61,2.5,44.7,4.2,4.1,UPI
Bike,975.0,2.28,8.7,15.5,3.9,4.2,UPI
Bike,485.0,41.45,13.5,29.5,4.6,4.9,Cash
Auto,347.0,41.67,7.2,25.8,4.3,4.3,UPI
eBike,147.0,6.31,12.0,44.4,4.1,4.7,UPI
Auto,864.0,4.26,2.8,24.3,4.3,4.8,UPI
Bike,424.0,42.65,14.0,28.7,4.3,3.3,Uber Wallet
Go Mini,1126.0,15.52,12.9,20.0,3.8,4.2,UPI
Auto,912.0,14.5,10.4,36.6,4.3,4.6,Cash
eBike,225.0,37.69,4.4,25.8,4.2,4.1,Credit Card
Auto,2039.0,29.6,6.6,41.8,4.2,4.4,Cash
Go Sedan,145.0,12.14,9.9,29.2,3.4,4.5,UPI
Go Sedan,204.0,37.11,11.8,23.8,3.2,5.0,Credit Card
Go Sedan,889.0,6.6,5.7,22.9,4.1,4.4,Cash
Go Sedan,622.0,48.06,3.1,38.3,4.3,3.6,UPI
Auto,338.0,37.63,7.1,33.6,4.4,4.6,Credit Card
Auto,179.0,16.03,3.9,27.5,4.3,3.8,UPI
Auto,819.0,10.35,12.5,40.6,4.1,4.9,Credit Card
Bike,193.0,21.1,13.1,25.3,4.3,4.3,Uber Wallet
eBike,1048.0,19.35,13.9,27.9,3.8,4.3,UPI
Auto,99.0,13.8,10.3,29.5,4.9,4.7,UPI
Go Mini,81.0,41.17,6.2,39.1,4.3,4.3,Cash
eBike,458.0,17.97,4.4,42.0,4.9,4.3,UPI
Auto,697.0,45.98,11.5,17.4,4.1,4.1,Debit Card
Go Sedan,249.0,39.44,7.5,17.0,4.6,4.2,UPI
Premier Sedan,325.0,9.32,12.1,39.8,4.6,4.2,UPI
Go Sedan,810.0,33.09,3.4,42.9,4.9,4.5,UPI
Go Mini,791.0,9.77,6.2,21.9,4.7,3.7,Cash
Go Sedan,72.0,21.91,11.7,36.8,4.3,4.9,UPI
Go Mini,582.0,4.24,12.3,23.7,4.3,4.6,Uber Wallet
Go Mini,663.0,42.02,5.2,33.1,3.7,4.6,UPI
Go Mini,638.0,33.9,7.6,42.3,4.1,4.3,UPI
Go Mini,773.0,13.08,14.2,34.2,3.7,4.2,Uber Wallet
Go Mini,610.0,23.33,2.5,20.5,4.5,4.3,Debit Card
Premier Sedan,702.0,15.44,7.9,29.1,4.3,4.2,Credit Card
Uber XL,308.0,13.41,2.4,38.4,4.9,4.2,UPI
Go Sedan,285.0,3.36,10.0,28.3,4.5,4.9,Uber Wallet
Go Mini,577.0,42.96,9.4,41.2,4.1,4.8,Cash
Go Mini,450.0,47.13,7.4,16.9,3.3,4.9,Cash
Go Mini,851.0,29.98,11.1,44.0,3.9,4.5,UPI
Auto,266.0,30.45,12.1,37.6,4.2,4.4,UPI
Go Sedan,391.0,45.24,12.1,38.3,3.7,4.9,UPI
Go Mini,431.0,38.79,12.2,39.1,4.1,5.0,Cash
Auto,176.0,12.11,10.7,31.3,3.9,4.7,Cash
Bike,198.0,46.83,4.6,21.6,4.3,4.9,Cash
Auto,316.0,17.53,3.2,43.1,4.3,4.2,Cash
Go Mini,464.0,17.14,2.8,22.8,4.2,4.1,Cash
Bike,280.0,36.57,4.5,44.5,4.3,4.3,Debit Card
Go Mini,559.0,33.24,14.1,44.2,4.6,4.7,Uber Wallet
Go Sedan,133.0,33.18,5.4,17.7,4.1,4.9,UPI
Go Mini,79.0,30.99,4.1,33.1,4.1,4.2,Cash
Bike,382.0,42.15,13.3,37.9,5.0,4.1,UPI
Premier Sedan,398.0,31.62,12.6,21.0,4.4,4.9,Cash
Premier Sedan,399.0,30.53,2.0,43.0,3.9,4.9,Uber Wallet
Bike,1772.0,10.69,7.7,26.9,4.3,4.2,UPI
Auto,754.0,29.81,6.8,24.7,4.3,4.8,UPI
Premier Sedan,613.0,20.1,5.4,29.5,3.6,4.0,Cash
Go Sedan,171.0,30.88,9.8,16.3,4.4,3.7,UPI
Auto,292.0,37.23,2.5,35.1,4.6,4.6,Debit Card
Premier Sedan,1017.0,45.71,3.2,21.1,4.3,4.9,UPI
Go Sedan,378.0,11.85,10.9,33.6,3.6,4.5,UPI
eBike,349.0,26.49,11.0,23.6,5.0,5.0,Uber Wallet
Auto,209.0,16.36,4.9,17.8,4.1,4.6,Credit Card
Bike,325.0,20.76,8.5,28.6,4.3,4.7,Cash
Bike,303.0,10.93,10.4,40.9,4.3,4.6,UPI
Auto,153.0,38.37,6.5,24.9,4.2,4.0,UPI
Go Sedan,164.0,34.18,10.5,33.4,4.7,4.9,UPI
Premier Sedan,111.0,7.79,5.0,17.1,3.7,4.3,UPI
Go Sedan,939.0,2.23,5.8,30.8,4.4,4.8,UPI
Premier Sedan,91.0,37.56,7.2,22.1,5.0,4.2,Debit Card
Premier Sedan,287.0,41.01,7.1,15.3,4.3,4.7,UPI
eBike,194.0,33.92,4.9,44.1,3.7,4.8,Credit Card
Auto,315.0,8.98,10.3,16.4,4.8,4.3,Cash
Go Mini,479.0,41.02,10.3,20.0,3.5,4.8,Cash
Go Mini,490.0,39.68,2.5,17.4,5.0,5.0,UPI
Bike,97.0,20.38,8.1,42.2,4.2,4.5,Credit Card
eBike,432.0,27.41,7.0,24.1,4.6,4.9,UPI
Bike,340.0,13.24,14.8,30.4,4.3,4.2,Cash
Bike,364.0,3.66,6.0,32.1,4.3,4.4,UPI
Auto,125.0,4.64,6.4,16.7,4.2,5.0,Cash
Go Mini,139.0,11.49,8.7,18.3,4.7,4.5,UPI
Go Sedan,797.0,13.44,12.0,35.2,4.9,4.8,Cash
Premier Sedan,906.0,34.75,5.2,30.2,3.6,4.7,UPI
Go Mini,719.0,9.57,12.1,23.5,4.2,4.3,Cash
Auto,279.0,14.17,12.0,34.5,4.4,5.0,UPI
Go Mini,495.0,48.18,3.9,15.5,4.6,4.3,UPI
Auto,1097.0,13.94,3.4,19.2,3.2,4.9,Cash
Premier Sedan,70.0,40.44,3.2,31.9,3.7,3.5,Cash
Go Mini,344.0,11.9,4.0,38.4,4.7,4.2,UPI
Go Sedan,97.0,43.39,9.6,17.1,3.6,4.6,UPI
Auto,180.0,32.22,5.0,31.8,4.6,3.9,UPI
Uber XL,742.0,42.09,3.9,30.8,4.6,3.8,UPI
Auto,53.0,32.5,5.4,31.9,4.2,4.7,UPI
Premier Sedan,694.0,39.81,6.1,39.0,4.7,4.7,Credit Card
Bike,368.0,47.13,12.4,42.2,4.4,4.7,UPI
Auto,1901.0,31.07,10.8,29.9,4.3,4.1,Uber Wallet
Premier Sedan,119.0,13.25,11.7,41.7,3.1,3.9,Uber Wallet
Go Sedan,464.0,35.78,10.6,18.4,4.3,4.9,UPI
Premier Sedan,376.0,12.17,12.1,36.4,3.9,5.0,UPI
Auto,403.0,14.88,8.0,44.4,4.6,4.6,UPI
Go Mini,713.0,31.09,4.4,30.5,4.1,4.8,Cash
Go Mini,1837.0,27.18,3.1,31.8,4.4,4.4,UPI
Auto,117.0,19.44,10.7,40.5,4.2,4.1,Debit Card
Auto,740.0,2.92,7.2,38.5,4.6,4.7,Debit Card
Uber XL,803.0,19.04,7.6,34.9,5.0,4.3,Cash
Premier Sedan,186.0,3.12,5.9,40.6,3.7,4.6,Uber Wallet
Go Mini,426.0,20.48,4.9,29.8,4.2,4.6,Cash
Go Mini,391.0,32.02,13.1,32.0,4.3,3.1,UPI
Bike,201.0,9.93,12.3,22.9,4.6,4.2,UPI
eBike,737.0,29.28,12.0,20.0,4.2,4.4,Debit Card
Bike,97.0,16.73,12.1,16.8,3.8,5.0,Cash
Bike,396.0,13.35,9.8,32.2,3.8,4.6,Cash
Premier Sedan,187.0,30.89,5.8,26.9,4.4,4.3,Uber Wallet
Auto,1176.0,14.98,7.6,25.4,4.1,4.9,Cash
Go Mini,169.0,28.8,8.0,42.2,4.6,4.6,UPI
Bike,409.0,11.21,3.0,15.0,5.0,4.2,UPI
Bike,411.0,32.66,13.7,37.3,4.4,4.3,Cash
Premier Sedan,92.0,46.02,8.2,35.6,4.6,4.4,Cash
Auto,615.0,12.68,10.3,23.8,4.9,4.6,Debit Card
Auto,1322.0,41.49,2.0,27.4,4.2,4.3,UPI
Go Mini,641.0,18.22,8.4,23.1,4.2,3.8,UPI
Go Sedan,852.0,47.65,6.2,25.7,4.7,4.9,Uber Wallet
Go Sedan,370.0,10.76,10.8,28.0,4.6,4.3,UPI
eBike,77.0,37.55,11.9,25.9,4.0,4.3,UPI
Bike,700.0,28.31,11.0,42.2,4.3,4.2,UPI
Go Sedan,144.0,21.38,12.5,34.0,4.3,4.2,UPI
Premier Sedan,702.0,34.62,12.0,34.2,4.9,4.6,UPI
Premier Sedan,716.0,35.87,9.9,43.3,4.6,4.8,Cash
eBike,1941.0,22.45,14.4,42.7,4.2,4.9,UPI
Go Mini,76.0,11.49,6.5,36.3,4.4,4.3,Cash
Auto,994.0,35.21,4.3,24.5,3.9,3.3,Uber Wallet
Premier Sedan,207.0,35.8,3.6,32.1,4.3,4.6,Credit Card
Go Sedan,1182.0,14.37,14.3,43.5,4.7,3.7,Debit Card
Auto,204.0,18.66,7.8,36.0,4.6,4.3,UPI
Premier Sedan,169.0,25.45,11.5,44.5,4.3,4.8,Cash
eBike,579.0,9.97,11.8,27.5,4.4,4.3,UPI
eBike,147.0,37.73,13.1,15.5,4.1,4.3,UPI
Go Mini,528.0,28.65,8.1,42.4,4.5,4.7,Cash
Bike,415.0,10.81,2.7,16.3,4.3,4.9,Cash
Premier Sedan,453.0,21.54,11.4,43.7,4.9,4.8,Credit Card
Go Sedan,782.0,18.54,7.4,35.2,4.1,5.0,UPI
Auto,442.0,42.87,10.7,20.8,4.4,4.9,UPI
Auto,425.0,40.24,2.4,40.4,4.2,4.1,Cash
Go Mini,325.0,11.92,6.5,18.7,4.7,3.0,UPI
eBike,533.0,10.39,9.4,25.0,4.3,4.2,Cash
Bike,1181.0,9.76,9.2,33.7,4.1,4.2,UPI
Premier Sedan,342.0,31.4,5.9,32.4,4.3,4.3,Cash
Bike,874.0,37.52,9.2,42.0,4.1,4.8,Debit Card
Go Mini,970.0,10.63,12.6,30.7,5.0,4.9,UPI
Premier Sedan,633.0,47.92,14.7,27.4,4.1,4.9,UPI
Go Mini,205.0,48.28,11.7,44.3,4.1,3.8,UPI
eBike,831.0,23.2,5.5,33.1,4.2,4.1,Cash
Go Sedan,326.0,29.51,2.6,42.2,5.0,4.4,Credit Card
eBike,223.0,12.66,14.0,41.3,4.4,4.6,Cash
eBike,212.0,23.75,7.5,18.3,4.3,4.9,UPI
Go Mini,434.0,3.39,7.4,39.8,4.1,4.8,UPI
Go Sedan,698.0,19.62,2.8,23.0,4.1,4.5,UPI
Go Sedan,163.0,22.45,10.1,22.9,4.3,4.9,Cash
Bike,3224.0,15.69,14.5,40.6,4.4,4.9,Cash
Auto,69.0,3.58,9.8,30.1,4.4,4.8,Cash
Bike,1820.0,36.07,3.7,43.4,4.2,4.9,UPI
Go Sedan,523.0,46.99,12.6,17.2,3.8,4.3,UPI
Bike,493.0,16.71,8.4,18.1,3.8,4.2,UPI
Go Sedan,377.0,21.01,5.4,24.5,4.3,5.0,UPI
Premier Sedan,643.0,34.59,9.0,38.3,4.9,3.6,UPI
Premier Sedan,405.0,43.63,9.1,42.5,4.1,4.7,Credit Card
Premier Sedan,754.0,7.23,4.4,42.7,4.7,4.9,Credit Card
eBike,852.0,16.96,4.2,17.7,4.1,4.3,UPI
Auto,493.0,24.28,2.9,40.5,4.5,4.5,Credit Card
Premier Sedan,593.0,32.02,10.0,22.5,3.5,4.9,UPI
Auto,78.0,6.41,2.7,16.3,4.6,4.3,UPI
Go Mini,402.0,27.04,2.1,24.3,5.0,3.7,Debit Card
Go Mini,372.0,40.7,6.6,39.9,4.2,4.2,UPI
Go Mini,124.0,10.29,14.0,39.9,4.3,4.9,UPI
Premier Sedan,58.0,36.29,8.6,32.9,4.8,4.3,UPI
Auto,106.0,20.66,12.3,20.7,3.6,4.2,UPI
Auto,813.0,23.65,11.9,41.7,4.3,4.6,UPI
Bike,1169.0,15.67,7.4,43.2,4.0,3.8,Credit Card
Go Mini,384.0,31.84,6.6,28.8,4.9,4.6,UPI
Bike,698.0,28.9,14.4,42.4,4.7,4.3,Cash
Go Mini,349.0,14.82,3.1,40.4,3.5,4.6,Credit Card
eBike,467.0,47.81,11.8,39.8,4.4,4.9,UPI
Go Sedan,474.0,11.43,5.8,26.9,3.2,4.1,Cash
Go Sedan,1056.0,13.11,7.8,34.9,4.1,4.7,Debit Card
Go Sedan,462.0,33.01,7.1,20.0,3.9,4.9,Cash
Auto,302.0,8.1,6.8,27.0,3.7,4.9,UPI
Go Sedan,319.0,18.61,3.5,21.9,4.6,4.9,UPI
Go Sedan,972.0,44.14,4.9,30.0,4.2,4.2,UPI
Go Sedan,98.0,48.15,7.2,39.0,3.8,4.3,Debit Card
Go Mini,112.0,14.83,4.8,15.4,3.7,4.5,Cash
Go Sedan,295.0,8.68,11.7,35.9,3.7,4.9,Credit Card
Go Sedan,349.0,23.49,9.1,22.8,4.1,3.9,UPI
Auto,153.0,30.55,4.0,44.7,4.1,4.4,UPI
Go Sedan,209.0,30.56,8.2,41.4,3.7,4.7,UPI
Auto,284.0,34.72,14.4,38.3,4.5,3.2,Cash
Auto,478.0,47.37,13.0,23.8,4.5,4.6,Uber Wallet
Uber XL,95.0,45.03,14.0,34.9,3.3,4.6,Uber Wallet
Bike,222.0,41.62,13.3,24.9,3.3,4.9,Uber Wallet
Go Sedan,698.0,13.4,5.1,18.4,4.2,3.7,UPI
Go Mini,60.0,43.58,12.5,37.0,3.9,3.9,UPI
Bike,116.0,38.23,2.2,24.8,4.2,4.5,Cash
Bike,141.0,36.55,12.0,42.6,3.8,3.7,UPI
Auto,128.0,35.7,13.0,18.1,4.3,4.9,Credit Card
Auto,454.0,32.32,11.7,30.9,4.8,5.0,Cash
Go Sedan,525.0,27.77,5.3,19.9,3.4,4.2,UPI
Go Sedan,162.0,46.93,4.4,42.3,4.2,4.3,Cash
Auto,159.0,25.59,7.4,27.8,3.0,3.9,UPI
Auto,174.0,44.22,4.7,20.8,4.1,3.7,UPI
Go Mini,899.0,31.36,5.7,37.5,4.6,4.6,Debit Card
eBike,383.0,49.8,13.4,26.8,4.8,4.5,UPI
Bike,73.0,46.18,14.3,33.2,4.1,5.0,Debit Card
Go Mini,134.0,25.09,9.7,35.8,3.7,4.6,UPI
Auto,238.0,11.96,5.1,39.2,4.3,4.6,Cash
Auto,378.0,31.05,12.8,30.4,4.3,4.9,UPI
Go Mini,388.0,36.35,9.7,37.8,4.9,3.8,Debit Card
Go Mini,964.0,14.97,6.8,23.0,4.4,3.6,UPI
Go Mini,371.0,26.92,4.1,21.4,4.8,4.1,Cash
Go Mini,316.0,21.51,12.4,32.4,5.0,4.2,UPI
Go Mini,937.0,17.8,11.1,22.3,4.2,4.3,Debit Card
Go Mini,662.0,25.56,4.4,36.8,4.2,4.6,Credit Card
Go Sedan,277.0,2.84,2.4,17.3,4.8,4.2,Cash
Auto,830.0,31.6,5.4,16.1,4.3,4.9,UPI
eBike,99.0,27.65,11.4,21.7,4.5,3.9,Cash
eBike,902.0,41.88,5.9,17.6,4.1,4.9,Uber Wallet
Premier Sedan,51.0,19.69,7.1,41.9,4.6,4.6,UPI
Premier Sedan,373.0,12.73,13.4,40.0,4.6,4.2,Cash
Auto,309.0,13.77,8.0,22.1,4.3,4.3,UPI
eBike,536.0,35.69,7.5,15.1,4.9,4.2,Uber Wallet
eBike,347.0,25.92,6.3,30.3,3.8,4.3,UPI
Auto,50.0,48.99,10.8,36.9,4.2,4.9,UPI
Premier Sedan,373.0,16.14,4.6,29.4,4.4,4.3,Cash
Bike,782.0,3.22,2.2,28.5,4.4,4.9,UPI
Bike,86.0,27.01,6.6,18.9,4.6,3.4,Uber Wallet
Go Sedan,133.0,37.01,8.1,39.0,4.1,4.6,Debit Card
eBike,354.0,8.82,4.9,41.3,4.1,3.2,Credit Card
Premier Sedan,1564.0,10.58,5.5,29.6,4.2,5.0,UPI
Auto,856.0,16.55,12.3,21.6,4.8,4.6,Credit Card
Auto,420.0,35.15,5.9,28.7,4.4,4.6,Uber Wallet
Go Mini,243.0,24.15,7.6,26.0,4.6,4.5,Cash
Go Sedan,544.0,19.97,6.8,33.3,4.3,4.6,Cash
Go Sedan,940.0,26.89,8.0,30.2,4.3,4.8,Cash
eBike,1412.0,35.28,7.2,15.6,4.2,4.9,UPI
Uber XL,983.0,26.0,3.1,42.3,4.9,4.8,UPI
Auto,1370.0,28.47,12.4,42.3,4.8,4.1,Cash
Auto,579.0,16.81,7.8,41.3,4.2,4.4,UPI
Auto,52.0,13.05,2.6,27.9,4.3,4.7,UPI
Auto,472.0,37.56,2.4,44.6,4.9,4.6,UPI
Premier Sedan,374.0,34.1,8.9,37.7,5.0,3.1,Credit Card
Auto,292.0,8.79,6.2,18.2,4.2,4.1,Credit Card
Go Mini,433.0,44.07,5.8,22.5,4.6,4.9,UPI
Bike,904.0,23.11,11.7,19.6,4.1,4.2,Credit Card
Go Sedan,86.0,14.24,2.3,19.7,4.6,4.6,UPI
eBike,235.0,7.9,13.9,32.5,4.3,4.6,Credit Card
Bike,1448.0,38.23,3.7,37.6,4.2,4.4,Uber Wallet
Go Mini,149.0,33.62,11.6,15.8,4.9,3.9,Cash
Go Sedan,753.0,37.53,10.1,30.1,3.4,4.2,UPI
Auto,390.0,39.08,9.7,43.2,3.9,3.6,UPI
Bike,274.0,45.17,6.7,36.3,3.8,4.9,Cash
Premier Sedan,784.0,32.79,13.2,18.8,4.6,4.7,Credit Card
Bike,470.0,14.92,13.3,19.6,3.7,4.7,Cash
Go Mini,397.0,13.9,5.4,39.2,4.4,4.6,UPI
Auto,273.0,11.85,5.2,19.5,4.3,4.6,Cash
Bike,869.0,11.7,12.0,20.7,4.3,4.9,UPI
Go Mini,925.0,28.28,8.7,15.2,4.1,4.6,UPI
Auto,251.0,16.74,9.0,30.8,4.2,4.1,Cash
Auto,212.0,16.55,8.3,38.1,4.5,4.4,UPI
eBike,61.0,45.06,10.4,44.3,4.2,3.9,UPI
Auto,381.0,40.55,7.7,37.7,4.7,4.4,Credit Card
Auto,918.0,25.76,11.1,30.3,4.5,4.5,UPI
Uber XL,506.0,18.3,12.9,40.2,4.7,5.0,UPI
Go Mini,683.0,38.68,4.9,32.1,3.6,4.7,UPI
Go Sedan,813.0,32.76,13.1,29.7,4.1,4.0,UPI
Auto,160.0,20.49,11.0,26.5,4.9,4.6,Debit Card
Go Sedan,364.0,35.08,5.5,17.7,3.8,3.4,Debit Card
Go Sedan,452.0,20.18,13.0,19.9,4.1,4.2,UPI
Premier Sedan,1097.0,35.16,6.5,44.1,4.6,4.2,Uber Wallet
