fare_amount,distance_km,passenger_count,pickup_hour,pickup_day_of_week,pickup_month,is_weekend,pickup_year
4.1,0.9024101507404444,1,16,Thursday,October,0,2009
14.5,3.5207111652322616,1,18,Saturday,March,1,2014
29.7,8.868652535056606,1,0,Wednesday,May,0,2012
6.9,1.5956470807874876,1,15,Sunday,June,1,2011
49.57,21.962416538020165,1,9,Thursday,December,0,2010
19.3,7.611217102363025,1,8,Thursday,May,0,2011
7.5,1.4301009724341638,1,14,Friday,July,0,2013
5.0,1.4859859532918867,1,4,Saturday,June,1,2013
16.0,6.140652112157139,1,20,Monday,April,0,2013
4.9,1.2787386205492777,1,10,Monday,April,0,2012
4.1,1.290869698489631,1,5,Friday,April,0,2011
26.5,9.801624163391635,1,9,Friday,November,0,2009
12.5,4.610922276301,1,19,Monday,February,0,2010
13.3,6.009950983648701,1,23,Saturday,February,1,2012
8.9,2.9341549995593033,1,8,Tuesday,May,0,2012
14.5,5.234754828829241,5,22,Wednesday,June,0,2011
4.1,0.30587216167193776,1,23,Wednesday,May,0,2010
14.5,3.1255459909036176,1,8,Wednesday,November,0,2011
6.0,1.7616984187482951,1,6,Thursday,May,0,2013
6.5,2.203897630065782,1,15,Sunday,June,1,2012
7.0,1.354253414975355,1,15,Sunday,August,1,2014
4.5,1.0656595703398675,1,21,Wednesday,June,0,2013
6.2,1.797422156638468,1,3,Tuesday,February,0,2009
8.5,2.101090673461645,5,11,Sunday,February,1,2015
7.7,0.820698565837991,1,19,Friday,November,0,2010
5.3,1.6426236082364278,1,20,Thursday,August,0,2009
30.9,9.495801896487574,6,15,Sunday,November,1,2011
10.0,1.4989337956683784,1,13,Thursday,August,0,2013
6.0,1.067372404429625,1,17,Tuesday,May,0,2013
17.0,6.268339962653158,1,1,Monday,June,0,2013
5.3,0.7885502196641118,1,10,Thursday,February,0,2010
5.5,1.3093203084240959,1,12,Saturday,December,1,2012
6.0,0.9306216400119706,6,7,Thursday,December,0,2013
12.5,2.855137991348642,1,12,Thursday,August,0,2011
5.3,1.565889740373203,5,21,Friday,August,0,2009
4.5,1.494240554504727,1,13,Tuesday,October,0,2011
8.9,1.205268761432755,2,13,Wednesday,January,0,2009
15.0,5.67613736985572,1,19,Tuesday,September,0,2012
4.1,1.2883356962883274,1,18,Thursday,May,0,2010
6.1,0.9015198318400378,1,10,Tuesday,April,0,2009
10.0,3.2180514603276342,6,17,Saturday,September,1,2013
10.1,3.053725650317837,1,17,Sunday,April,1,2012
9.7,4.089842038309582,1,23,Monday,September,0,2009
26.5,11.936618342693848,1,22,Friday,October,0,2010
3.7,1.1523454341219217,3,22,Thursday,August,0,2009
9.4,1.152792895813293,2,21,Saturday,March,1,2009
8.1,1.2783537169115156,1,13,Wednesday,November,0,2009
8.9,1.8177800464834188,1,0,Tuesday,August,0,2010
13.0,4.9681880358560875,2,12,Tuesday,June,0,2014
3.7,0.6233334110080974,1,20,Tuesday,February,0,2009
4.5,0.7338341734906761,1,22,Friday,May,0,2015
4.1,0.4781874917165864,5,9,Wednesday,January,0,2009
10.5,2.7919957474231016,3,12,Friday,August,0,2012
6.1,1.533008538544706,2,19,Monday,August,0,2012
5.3,1.0232877586303981,2,14,Sunday,August,1,2012
11.0,1.917200423373912,6,15,Wednesday,May,0,2014
19.0,4.165099351317183,5,12,Wednesday,October,0,2012
3.7,0.151459215270195,1,22,Friday,January,0,2012
12.0,3.1294828096567775,1,0,Thursday,October,0,2012
10.5,3.664588983136174,2,3,Saturday,March,1,2014
5.3,1.248166707209066,5,12,Sunday,October,1,2011
4.1,1.474284681044083,1,17,Friday,December,0,2010
18.0,7.76087501452031,1,5,Friday,May,0,2013
4.5,0.5595173902768746,1,0,Saturday,June,1,2015
7.7,2.466602701851267,2,1,Wednesday,March,0,2012
6.5,2.644353109879257,2,12,Monday,June,0,2011
9.7,1.4052114254797319,1,17,Sunday,September,1,2011
8.5,3.162412658741667,1,7,Wednesday,July,0,2009
4.9,1.0522266558123023,1,7,Friday,September,0,2009
7.0,2.1372147415317584,1,10,Friday,March,0,2013
6.1,1.0485590420503088,1,0,Wednesday,June,0,2010
11.7,4.316755216985203,1,13,Saturday,December,1,2010
7.5,2.5220215611686894,2,1,Thursday,June,0,2013
5.7,1.3426321680657383,2,9,Sunday,June,1,2009
4.5,0.9480704470690001,1,18,Thursday,November,0,2014
13.0,2.6736009135054357,1,18,Monday,December,0,2013
10.5,1.5325518421576785,1,14,Wednesday,December,0,2013
6.5,2.538377747192953,1,22,Tuesday,November,0,2010
17.0,4.334524066442091,1,12,Wednesday,March,0,2015
5.7,1.1539389949504943,1,19,Tuesday,June,0,2010
7.0,2.308556958282823,2,14,Saturday,September,1,2012
4.9,1.9823855845468188,1,12,Monday,June,0,2009
10.0,1.775325813469077,1,9,Friday,January,0,2014
30.5,11.315407987424086,1,16,Tuesday,November,0,2011
8.1,1.981360139363822,2,1,Sunday,October,1,2009
10.5,2.7206561566408585,1,21,Monday,April,0,2011
17.0,4.463372801129408,1,8,Friday,November,0,2014
33.33,8.772039149998605,5,20,Wednesday,April,0,2014
23.5,6.702919904388896,6,0,Sunday,October,1,2012
5.7,1.9411130551009714,5,14,Tuesday,August,0,2011
10.9,4.368705923839668,1,1,Tuesday,January,0,2009
7.5,1.83474415186514,1,19,Thursday,June,0,2014
10.5,2.8949672850972403,2,11,Sunday,June,1,2015
8.9,2.118047739367263,1,19,Sunday,September,1,2011
9.7,2.1440444062601904,2,9,Tuesday,November,0,2011
8.9,2.899932121158002,5,11,Saturday,May,1,2010
14.0,1.2338383273362301,1,17,Thursday,January,0,2014
15.0,4.187067100202857,1,19,Wednesday,July,0,2013
6.5,1.8236975078520037,1,12,Saturday,January,1,2011
4.5,1.3130233795143769,5,23,Tuesday,November,0,2014
10.5,2.683287864844327,1,20,Sunday,September,1,2012
4.0,0.005813419311843068,5,18,Wednesday,September,0,2014
6.9,2.0416516402642233,1,12,Wednesday,May,0,2012
5.3,0.8463358257349476,1,16,Wednesday,July,0,2009
48.9,18.78574994670801,1,22,Tuesday,May,0,2011
15.7,3.182292864545009,1,21,Tuesday,September,0,2010
5.7,0.941238902824565,1,14,Sunday,December,1,2011
5.7,1.825176239998407,1,7,Friday,May,0,2011
12.0,2.9738215204298295,1,14,Thursday,November,0,2012
4.9,1.615829825330782,1,13,Monday,January,0,2011
15.3,6.869120169426198,4,17,Thursday,January,0,2010
22.5,8.324096621238724,1,21,Thursday,January,0,2015
2.5,0.02776047672232834,1,18,Wednesday,July,0,2009
4.9,1.9298055521589588,1,18,Monday,June,0,2012
14.0,4.209800397714688,1,22,Monday,February,0,2015
12.5,2.456004655668708,1,17,Saturday,October,1,2009
6.5,1.501642748987971,1,12,Tuesday,September,0,2014
8.9,2.1022424832585482,2,9,Saturday,February,1,2010
4.9,0.8885578372521177,1,10,Thursday,January,0,2010
11.5,2.994446698691082,1,20,Wednesday,January,0,2015
45.0,20.07301398135127,1,13,Monday,June,0,2009
7.7,2.1234283847917883,6,13,Tuesday,August,0,2012
4.9,2.4416371424705114,1,2,Thursday,September,0,2010
9.0,1.8242861712119944,1,14,Thursday,October,0,2014
6.5,1.8820303318992415,1,15,Wednesday,January,0,2012
6.9,1.2953685380248579,1,8,Wednesday,February,0,2012
4.5,0.9051664703906672,1,10,Friday,November,0,2014
13.3,4.4596094603342324,1,23,Tuesday,January,0,2012
5.7,2.1161796989330655,5,2,Sunday,November,1,2009
35.83,9.237391761215914,6,16,Wednesday,October,0,2013
4.1,0.5751639315949983,1,9,Monday,May,0,2009
7.0,1.2815643938356682,1,11,Tuesday,November,0,2013
6.9,1.738224732561653,2,7,Monday,May,0,2012
7.5,2.3945994703319324,1,15,Saturday,November,1,2014
8.5,1.3489411383666399,1,9,Monday,January,0,2013
6.5,0.06973514028247138,1,10,Wednesday,September,0,2009
10.5,3.3782743686066983,1,20,Tuesday,July,0,2011
52.0,20.560519379417013,1,13,Tuesday,March,0,2013
10.5,3.0517726930249247,2,18,Thursday,January,0,2014
12.0,3.5209193107811863,2,12,Saturday,October,1,2014
17.0,6.54932759131825,1,6,Thursday,October,0,2012
26.0,7.810144781791411,1,19,Wednesday,March,0,2015
4.9,0.9944909069452461,3,18,Thursday,February,0,2012
8.5,3.2623358856672766,2,11,Friday,March,0,2015
12.1,2.8057980832690697,1,18,Wednesday,December,0,2009
31.3,8.563266693580042,1,14,Tuesday,November,0,2012
8.9,6.598000753671224,1,19,Friday,March,0,2012
5.0,0.9143643431253069,1,7,Tuesday,April,0,2014
11.0,3.261673974064459,6,18,Thursday,December,0,2013
6.1,1.416059319654832,1,17,Thursday,February,0,2011
26.5,3.2324766817490773,5,1,Sunday,March,1,2011
12.9,5.615390282915483,1,7,Thursday,June,0,2009
9.0,2.116055392898468,1,13,Saturday,August,1,2013
11.0,2.089821181121892,1,12,Thursday,July,0,2014
7.5,0.9454463015862647,1,7,Tuesday,August,0,2013
6.1,2.293083855453152,1,14,Thursday,May,0,2009
12.5,2.3877145481849924,1,12,Monday,January,0,2013
36.33,8.367456625103117,1,21,Sunday,April,1,2013
15.9,0.020137124993479416,1,19,Wednesday,February,0,2009
11.3,2.6264163173648023,1,18,Thursday,January,0,2011
9.0,2.8773727314891913,1,14,Saturday,February,1,2015
16.5,2.192855725785542,4,2,Wednesday,December,0,2009
30.83,8.488185883601027,1,22,Wednesday,September,0,2014
7.5,2.4475569622401245,3,21,Friday,January,0,2013
16.1,10.570868843038083,1,21,Friday,September,0,2010
5.5,1.239280818008255,1,11,Tuesday,October,0,2013
8.5,1.9865487806076152,3,1,Sunday,April,1,2012
5.7,1.556206608828957,3,20,Monday,August,0,2009
13.7,4.606222094539067,1,19,Saturday,December,1,2011
12.1,2.800217796195312,1,22,Wednesday,March,0,2011
6.5,1.3596616411912026,1,9,Monday,August,0,2009
10.1,3.713472143443842,1,2,Saturday,October,1,2011
4.5,0.7469528999453797,1,16,Friday,November,0,2009
3.3,0.5622554160058885,5,1,Wednesday,May,0,2010
6.9,1.7229847792846262,1,5,Tuesday,November,0,2011
7.7,2.3131475074198735,1,22,Tuesday,March,0,2011
27.3,15.850032450997526,5,18,Sunday,May,1,2011
8.9,2.447434396621612,1,22,Tuesday,November,0,2010
49.8,21.001523677249725,1,15,Friday,February,0,2012
31.0,10.67996249972414,1,7,Friday,May,0,2013
8.9,0.8894040085767214,1,19,Saturday,April,1,2011
6.9,1.1622806724502612,1,15,Tuesday,April,0,2009
40.0,16.770853582248805,1,19,Sunday,February,1,2013
30.9,10.099483378062633,6,21,Thursday,August,0,2011
23.5,7.321762034559397,1,0,Friday,September,0,2013
12.0,3.3435330998833788,2,17,Tuesday,January,0,2013
4.5,1.0253009653153997,1,9,Monday,April,0,2015
23.7,8.597816595223394,1,17,Sunday,December,1,2009
7.7,2.81423410733633,5,19,Monday,September,0,2010
8.5,1.6933191052650112,1,17,Tuesday,October,0,2012
14.0,4.405440726644261,1,0,Sunday,March,1,2014
4.1,1.0433670775529076,1,19,Monday,September,0,2011
13.3,6.549638603729589,1,3,Sunday,August,1,2009
5.7,1.1305410605840944,1,14,Thursday,January,0,2012
16.1,3.706519136033706,1,21,Friday,February,0,2009
15.0,2.9157217217548133,4,9,Friday,June,0,2015
25.5,9.345639340070733,1,23,Tuesday,January,0,2013
6.5,2.094755882088025,1,17,Friday,May,0,2013
15.5,5.890930670724771,1,6,Wednesday,June,0,2015
4.1,1.136419052529584,1,14,Monday,August,0,2011
4.9,1.3183968392647065,1,4,Thursday,May,0,2010
29.87,9.25599993071402,1,15,Tuesday,October,0,2009
12.9,3.1034670913951,1,10,Thursday,May,0,2010
25.7,11.589467065403333,1,12,Friday,January,0,2009
10.5,2.679975284617759,1,14,Friday,February,0,2013
7.7,0.5407360283179732,5,17,Monday,July,0,2010
18.5,5.007776390928953,1,22,Tuesday,February,0,2014
2.9,0.5952574451446563,1,14,Monday,May,0,2009
10.0,3.0015288807749543,4,13,Friday,August,0,2014
7.5,1.946022415971408,1,1,Thursday,March,0,2015
5.3,2.055868416984255,5,21,Sunday,May,1,2011
8.0,1.5892856189149862,1,23,Wednesday,January,0,2015
4.0,0.5081876771177481,1,19,Wednesday,July,0,2014
6.5,1.11582149235338,1,21,Friday,September,0,2013
4.0,0.5405469457494135,1,10,Wednesday,December,0,2014
15.0,4.628626603178053,1,1,Monday,October,0,2014
7.7,2.046773936893232,1,0,Tuesday,November,0,2009
8.9,3.197598418681786,1,16,Thursday,January,0,2012
6.1,0.9575303434499643,2,11,Thursday,June,0,2011
12.1,2.6715511921716346,1,12,Thursday,January,0,2010
4.5,0.738075740522722,2,12,Sunday,June,1,2010
16.1,4.627490979286452,5,12,Wednesday,May,0,2009
18.9,8.73157539486448,1,21,Thursday,May,0,2012
9.5,20.975878135638187,1,19,Tuesday,December,0,2012
6.9,1.4883307991276722,1,11,Tuesday,May,0,2009
3.3,0.6909957311468538,1,12,Tuesday,May,0,2012
12.1,3.715873880078898,1,13,Saturday,May,1,2010
7.3,1.7640580688053844,2,7,Wednesday,December,0,2010
31.85,10.64557589074746,1,11,Wednesday,June,0,2009
6.5,2.1692431228611007,1,15,Saturday,June,1,2012
10.0,2.130264545262298,1,19,Thursday,July,0,2014
4.0,0.545127908342817,1,9,Saturday,December,1,2014
9.7,3.083467271558505,1,18,Friday,July,0,2012
11.3,2.921939110152542,1,10,Friday,May,0,2012
13.7,6.2827794353583695,1,1,Sunday,January,1,2011
11.7,4.954239655372504,1,20,Monday,July,0,2011
10.9,5.718699412266605,1,23,Saturday,July,1,2010
6.0,0.9787699022390468,2,22,Friday,December,0,2012
4.9,0.62855410020993,2,13,Wednesday,April,0,2009
11.7,4.006252832026197,1,19,Thursday,February,0,2009
11.0,2.0580883641030514,2,20,Saturday,September,1,2012
5.7,0.9528103964587191,5,12,Friday,October,0,2011
7.0,0.9711023137014444,1,8,Friday,October,0,2014
9.7,3.5268036052172977,1,2,Saturday,July,1,2010
21.3,6.476190968693962,1,17,Sunday,November,1,2010
5.3,1.7265877156112086,1,21,Sunday,November,1,2011
13.3,4.691089775861711,1,8,Sunday,May,1,2009
3.7,0.573733110433205,1,13,Monday,January,0,2012
7.5,1.3424788735517523,1,12,Wednesday,March,0,2014
8.0,1.701487410470212,1,9,Wednesday,July,0,2013
19.3,8.293528965592447,1,12,Sunday,December,1,2010
7.3,3.1275832791896967,1,18,Monday,January,0,2010
15.7,3.367158149612614,1,21,Saturday,October,1,2009
5.0,1.1363323504605671,1,21,Tuesday,October,0,2012
20.9,5.757047690168223,1,16,Wednesday,April,0,2010
9.0,2.401896574720789,1,7,Wednesday,February,0,2014
13.0,1.743889882214514,5,6,Monday,February,0,2014
14.5,2.2980204146534473,1,12,Tuesday,March,0,2015
6.5,0.8307052464609298,1,10,Thursday,November,0,2010
6.5,1.4130833782465488,3,7,Thursday,June,0,2011
4.1,6.0659219629122925,1,21,Wednesday,January,0,2010
23.5,8.024039493626473,1,4,Wednesday,May,0,2014
42.5,16.0218305953953,6,20,Saturday,September,1,2012
4.5,1.5748346712286778,1,3,Wednesday,June,0,2012
11.5,3.24678050434188,1,23,Friday,August,0,2013
4.9,1.5759347191174973,1,0,Friday,December,0,2009
5.7,0.8810422258943207,1,12,Saturday,April,1,2010
6.5,1.4855318437580298,1,18,Monday,August,0,2012
14.0,3.6368352365993837,4,11,Wednesday,March,0,2013
6.1,0.8458040956967694,3,22,Friday,December,0,2010
7.3,1.707014454625969,1,7,Friday,June,0,2011
17.7,7.100605982988473,2,21,Monday,October,0,2010
8.9,4.592148079991294,1,1,Friday,December,0,2010
19.5,5.614020789338099,1,22,Thursday,December,0,2014
7.5,1.4115546029422212,1,15,Friday,October,0,2012
16.0,3.7813323440028883,1,12,Tuesday,April,0,2015
12.1,3.617549001451396,1,9,Friday,April,0,2009
5.0,0.5974919350809316,1,10,Saturday,March,1,2014
28.1,10.122303031585249,4,19,Saturday,January,1,2012
7.0,1.1370476184391898,1,10,Thursday,September,0,2013
6.0,0.9658825482248481,2,20,Friday,December,0,2013
10.1,2.890982219527419,1,21,Sunday,January,1,2010
2.9,0.19749356960327727,1,21,Saturday,June,1,2010
6.5,1.6913190443527466,1,16,Tuesday,January,0,2014
9.3,2.579542356278766,2,19,Friday,August,0,2011
9.7,4.184743108402472,1,10,Sunday,June,1,2010
8.9,2.2761411255250956,1,17,Wednesday,May,0,2012
6.9,2.391712140805244,1,20,Monday,June,0,2012
16.1,6.238314744380613,1,7,Wednesday,April,0,2012
9.0,2.547620454239874,2,11,Sunday,January,1,2013
15.3,6.8658334614529775,1,16,Sunday,February,1,2010
7.3,3.284962782298554,1,19,Tuesday,January,0,2010
16.9,4.605523449080038,1,10,Tuesday,September,0,2009
2.9,0.44910596880568004,1,19,Tuesday,December,0,2009
6.5,1.721315332932651,4,23,Wednesday,February,0,2012
7.5,1.3967022461614569,1,16,Tuesday,December,0,2013
10.0,1.5027094966272834,1,12,Wednesday,November,0,2013
7.0,0.9038067176135346,5,13,Tuesday,November,0,2013
21.5,6.8624660376239,1,15,Wednesday,December,0,2012
57.33,21.64969485762967,2,16,Friday,December,0,2014
25.5,6.262775966988228,2,9,Monday,November,0,2012
7.0,1.0571450873927057,1,10,Wednesday,January,0,2015
7.7,1.6312067153902485,1,7,Wednesday,March,0,2011
6.0,1.0773786470506683,4,2,Wednesday,April,0,2015
12.5,5.015601836825847,1,0,Monday,January,0,2011
6.9,1.866519382460176,2,21,Thursday,July,0,2010
6.5,1.2938407916433317,3,8,Thursday,August,0,2010
11.3,1.9616314474123322,3,17,Thursday,November,0,2009
3.3,0.6271761184806159,5,16,Thursday,January,0,2010
9.3,4.056601508091511,1,15,Thursday,September,0,2010
19.0,5.24397684345599,2,7,Friday,February,0,2015
7.0,2.585996380846132,1,9,Saturday,June,1,2013
4.0,0.5587601390839197,1,0,Friday,February,0,2013
5.5,0.9259084245778583,2,2,Saturday,February,1,2014
12.0,3.0371217712761314,4,16,Sunday,September,1,2014
10.0,2.818586998482441,1,6,Friday,February,0,2013
6.9,1.2619227040168082,1,9,Friday,July,0,2011
12.9,5.458451771194169,1,22,Saturday,November,1,2011
57.33,20.274186236579126,4,13,Sunday,September,1,2013
9.0,2.361650094326856,3,11,Wednesday,March,0,2015
6.1,1.7085659668760766,1,21,Friday,December,0,2009
17.3,7.815481679129764,1,1,Sunday,January,1,2012
9.5,1.9465525602457414,1,21,Monday,June,0,2014
9.7,2.8162681110067838,1,17,Sunday,April,1,2012
7.0,2.4284780167879294,2,13,Sunday,December,1,2012
17.0,5.048600105848432,2,21,Tuesday,December,0,2013
13.5,1.9847142368194999,3,10,Monday,October,0,2013
11.7,3.408794871246335,1,11,Friday,November,0,2009
16.0,2.477131973585771,1,13,Friday,May,0,2013
4.1,0.4487502054345762,1,10,Wednesday,February,0,2011
12.9,4.489858556752133,1,18,Monday,June,0,2012
13.3,5.217871376022618,1,12,Tuesday,November,0,2011
11.5,4.2608378351808085,1,19,Sunday,September,1,2014
12.5,3.143049153184803,1,11,Wednesday,May,0,2012
4.5,0.8261888868724923,1,14,Wednesday,April,0,2013
8.5,1.9379301816337777,2,19,Thursday,August,0,2014
19.5,5.532903072592192,1,17,Sunday,April,1,2015
16.0,6.252334086003304,1,17,Saturday,January,1,2015
8.1,3.0204621039688724,1,23,Wednesday,June,0,2010
6.5,1.2087879460813926,3,1,Friday,May,0,2011
2.9,0.431866338526378,1,0,Friday,December,0,2009
7.0,1.3935173266501764,1,13,Monday,March,0,2014
4.5,1.3345129967914686,1,17,Friday,May,0,2012
8.5,1.8735824345453838,2,17,Tuesday,July,0,2012
6.1,1.4980438558871005,1,21,Wednesday,October,0,2009
12.5,4.212394363112916,1,10,Tuesday,January,0,2011
6.5,1.5936550261304063,1,7,Tuesday,February,0,2013
5.3,1.4923386491889077,1,15,Friday,August,0,2012
8.1,2.3109918620824015,1,9,Saturday,October,1,2009
6.0,1.411929203136083,1,22,Monday,June,0,2013
17.5,6.969614390973595,1,16,Saturday,May,1,2015
5.7,1.5014591353854998,1,23,Monday,January,0,2009
8.5,3.1432453073932574,1,2,Sunday,May,1,2009
4.1,0.8395057806958254,1,0,Tuesday,December,0,2009
10.9,3.230369737758616,1,2,Friday,May,0,2010
12.5,4.510954332462051,1,0,Wednesday,October,0,2013
5.3,1.1615888260115887,1,15,Saturday,March,1,2009
9.7,4.0597616864288755,2,0,Friday,January,0,2010
13.0,3.461375108839542,5,21,Wednesday,September,0,2013
8.9,2.8021492652168694,2,2,Saturday,October,1,2011
7.7,1.1174177372844019,1,7,Wednesday,February,0,2011
5.7,1.4521198681283485,2,23,Friday,February,0,2012
6.5,2.8277465723008324,1,23,Thursday,February,0,2012
9.3,3.837346262183701,1,16,Tuesday,October,0,2011
5.0,1.0068839922004196,5,7,Friday,October,0,2013
7.5,2.5775753203110576,1,8,Sunday,July,1,2014
31.5,10.16843693660553,1,13,Sunday,October,1,2013
29.0,13.33609237210486,1,21,Monday,August,0,2013
4.9,1.0254508749218973,2,10,Wednesday,June,0,2011
16.5,4.434751509504899,1,1,Tuesday,March,0,2015
7.3,1.21910232399798,1,15,Thursday,June,0,2011
8.5,2.6963813449289793,1,12,Wednesday,January,0,2014
13.3,6.027825123911293,2,11,Sunday,July,1,2010
12.1,5.867969118673687,1,18,Sunday,November,1,2009
5.3,1.090038926457668,5,8,Saturday,May,1,2010
4.1,0.6224009040664978,1,20,Tuesday,May,0,2012
4.0,1.046899981701,5,5,Tuesday,December,0,2014
21.5,7.546571161400674,1,11,Sunday,December,1,2012
5.0,1.2021609697009266,1,7,Thursday,July,0,2014
7.3,1.7199951280146126,1,20,Wednesday,August,0,2011
4.0,0.6662939185794521,1,9,Wednesday,May,0,2013
4.0,0.912836889984748,1,0,Saturday,February,1,2015
10.1,3.0600448304863797,1,15,Monday,May,0,2011
5.5,0.8835048005077446,5,4,Sunday,November,1,2013
8.0,1.9178230594379675,2,13,Monday,January,0,2013
9.5,2.243042919527898,1,22,Thursday,September,0,2012
6.1,1.7476839024619517,1,23,Saturday,February,1,2012
8.5,1.9309784749998564,1,13,Wednesday,May,0,2012
6.5,1.413972863925579,1,20,Monday,April,0,2014
49.8,19.18652498197282,2,16,Saturday,October,1,2011
6.9,1.7796947334372444,1,9,Thursday,January,0,2012
13.7,5.893496867892988,1,7,Sunday,February,1,2011
11.5,1.9574932405903778,1,14,Wednesday,June,0,2014
7.3,2.4421882014762786,1,23,Sunday,October,1,2010
4.1,0.859270040930835,1,10,Tuesday,April,0,2009
34.33,11.176999645580674,1,17,Thursday,September,0,2013
10.5,2.3756856579799437,5,19,Saturday,October,1,2009
7.3,1.7514925318394217,1,14,Monday,March,0,2011
10.5,3.3815440330975393,1,20,Friday,March,0,2011
6.0,1.1787767269966363,1,22,Saturday,February,1,2014
7.5,0.8578155704926147,1,9,Thursday,March,0,2015
4.5,1.020823898890906,1,11,Thursday,December,0,2010
6.0,0.8711979291792682,2,9,Thursday,October,0,2013
13.5,4.171935556838159,1,15,Monday,February,0,2013
11.7,4.298957748385005,1,1,Sunday,December,1,2010
33.94,16.255730958749247,1,23,Monday,November,0,2013
6.5,1.2116508592470698,1,18,Tuesday,March,0,2013
21.0,6.070445977192857,1,21,Friday,August,0,2014
14.5,5.367440345894516,1,22,Friday,November,0,2013
12.0,3.0021839354302657,2,20,Friday,September,0,2012
9.5,2.1884394237394122,2,21,Thursday,October,0,2012
23.0,5.866037624661103,1,21,Wednesday,June,0,2014
40.33,9.588568374441332,1,11,Thursday,October,0,2013
